id	dataset	modified	collection.1	plant	type	family	subfamily	tribe	vernacularName	beeBibliographicCitation	pollinator	percentual	author	municipality	state	region	vegetalForm	reference	image.id	image.original	image.local	image.resized	image.thumbnail	image.credits
5c16775e0a2ce90015467246	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Justicia brandegeana	visitedBy	Apidae	Apinae	Meliponini	Jataí, Jataí-verdadeira	J. M. F. Camargo & S. R. M. Pedro, 2013. Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018.| Pedro SRM, Camargo JMF (1999) Hymenoptera, Apiformes. In: Joly CA & Bicudo CEM (Orgs). Biodiversidade do Estado de São Paulo. Volume 5. BIOTA/FAPESP.	Tetragonisca angustula	0.16	Carvalho et al (2009)	Piracicaba	São Paulo	Sudeste	Área urbana	Carvalho CAL, Marchini LC (1999) Tipos polínicos coletados por Nannotrigona testaceicornis e Tetragonisca angustula (Hymenoptera, Apidae, Meliponinae). Scientia Agricola 56(3):717-722.	interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	https://docs.google.com/uc?id=1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	/images/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/resized/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/thumbnails/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	Kátia Aleixo
5c16775e0a2ce90015467247	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Bulbine frutescens	visitedBy	Apidae	Apinae	Meliponini	Jataí, Jataí-verdadeira	J. M. F. Camargo & S. R. M. Pedro, 2013. Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018.| Pedro SRM, Camargo JMF (1999) Hymenoptera, Apiformes. In: Joly CA & Bicudo CEM (Orgs). Biodiversidade do Estado de São Paulo. Volume 5. BIOTA/FAPESP.	Tetragonisca angustula	30.82	Carvalho et al (2009)	Piracicaba	São Paulo	Sudeste	Área urbana	Carvalho CAL, Marchini LC (1999) Tipos polínicos coletados por Nannotrigona testaceicornis e Tetragonisca angustula (Hymenoptera, Apidae, Meliponinae). Scientia Agricola 56(3):717-722.	interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	https://docs.google.com/uc?id=1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	/images/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/resized/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/thumbnails/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	Kátia Aleixo
5c16775e0a2ce90015467248	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Cobaea scandens	visitedBy	Apidae	Apinae	Meliponini	Jataí, Jataí-verdadeira	J. M. F. Camargo & S. R. M. Pedro, 2013. Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018.| Pedro SRM, Camargo JMF (1999) Hymenoptera, Apiformes. In: Joly CA & Bicudo CEM (Orgs). Biodiversidade do Estado de São Paulo. Volume 5. BIOTA/FAPESP.	Tetragonisca angustula	0.04	Carvalho et al (2009)	Piracicaba	São Paulo	Sudeste	Área urbana	Carvalho CAL, Marchini LC (1999) Tipos polínicos coletados por Nannotrigona testaceicornis e Tetragonisca angustula (Hymenoptera, Apidae, Meliponinae). Scientia Agricola 56(3):717-722.	interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	https://docs.google.com/uc?id=1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	/images/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/resized/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/thumbnails/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	Kátia Aleixo
5c16775e0a2ce90015467249	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Gomphrena globosa	visitedBy	Apidae	Apinae	Meliponini	Jataí, Jataí-verdadeira	J. M. F. Camargo & S. R. M. Pedro, 2013. Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018.| Pedro SRM, Camargo JMF (1999) Hymenoptera, Apiformes. In: Joly CA & Bicudo CEM (Orgs). Biodiversidade do Estado de São Paulo. Volume 5. BIOTA/FAPESP.	Tetragonisca angustula	0.33	Carvalho et al (2009)	Piracicaba	São Paulo	Sudeste	Área urbana	Carvalho CAL, Marchini LC (1999) Tipos polínicos coletados por Nannotrigona testaceicornis e Tetragonisca angustula (Hymenoptera, Apidae, Meliponinae). Scientia Agricola 56(3):717-722.	interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	https://docs.google.com/uc?id=1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	/images/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/resized/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/thumbnails/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	Kátia Aleixo
5c16775e0a2ce9001546724a	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Hydrocotyle leucocephala	visitedBy	Apidae	Apinae	Meliponini	Jataí, Jataí-verdadeira	J. M. F. Camargo & S. R. M. Pedro, 2013. Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018.| Pedro SRM, Camargo JMF (1999) Hymenoptera, Apiformes. In: Joly CA & Bicudo CEM (Orgs). Biodiversidade do Estado de São Paulo. Volume 5. BIOTA/FAPESP.	Tetragonisca angustula	0.11	Carvalho et al (2009)	Piracicaba	São Paulo	Sudeste	Área urbana	Carvalho CAL, Marchini LC (1999) Tipos polínicos coletados por Nannotrigona testaceicornis e Tetragonisca angustula (Hymenoptera, Apidae, Meliponinae). Scientia Agricola 56(3):717-722.	interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	https://docs.google.com/uc?id=1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	/images/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/resized/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/thumbnails/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	Kátia Aleixo
5c16775e0a2ce9001546724b	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Lampranthus productos	visitedBy	Apidae	Apinae	Meliponini	Jataí, Jataí-verdadeira	J. M. F. Camargo & S. R. M. Pedro, 2013. Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018.| Pedro SRM, Camargo JMF (1999) Hymenoptera, Apiformes. In: Joly CA & Bicudo CEM (Orgs). Biodiversidade do Estado de São Paulo. Volume 5. BIOTA/FAPESP.	Tetragonisca angustula	0.53	Carvalho et al (2009)	Piracicaba	São Paulo	Sudeste	Área urbana	Carvalho CAL, Marchini LC (1999) Tipos polínicos coletados por Nannotrigona testaceicornis e Tetragonisca angustula (Hymenoptera, Apidae, Meliponinae). Scientia Agricola 56(3):717-722.	interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	https://docs.google.com/uc?id=1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	/images/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/resized/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/thumbnails/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	Kátia Aleixo
5c16775e0a2ce9001546724c	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Leucaena leucocephala	visitedBy	Apidae	Apinae	Meliponini	Jataí, Jataí-verdadeira	J. M. F. Camargo & S. R. M. Pedro, 2013. Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018.| Pedro SRM, Camargo JMF (1999) Hymenoptera, Apiformes. In: Joly CA & Bicudo CEM (Orgs). Biodiversidade do Estado de São Paulo. Volume 5. BIOTA/FAPESP.	Tetragonisca angustula	24.78	Carvalho et al (2009)	Piracicaba	São Paulo	Sudeste	Área urbana	Carvalho CAL, Marchini LC (1999) Tipos polínicos coletados por Nannotrigona testaceicornis e Tetragonisca angustula (Hymenoptera, Apidae, Meliponinae). Scientia Agricola 56(3):717-722.	interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	https://docs.google.com/uc?id=1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	/images/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/resized/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/thumbnails/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	Kátia Aleixo
5c16775e0a2ce9001546724d	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Parthenium peltophoroides	visitedBy	Apidae	Apinae	Meliponini	Jataí, Jataí-verdadeira	J. M. F. Camargo & S. R. M. Pedro, 2013. Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018.| Pedro SRM, Camargo JMF (1999) Hymenoptera, Apiformes. In: Joly CA & Bicudo CEM (Orgs). Biodiversidade do Estado de São Paulo. Volume 5. BIOTA/FAPESP.	Tetragonisca angustula	0.27	Carvalho et al (2009)	Piracicaba	São Paulo	Sudeste	Área urbana	Carvalho CAL, Marchini LC (1999) Tipos polínicos coletados por Nannotrigona testaceicornis e Tetragonisca angustula (Hymenoptera, Apidae, Meliponinae). Scientia Agricola 56(3):717-722.	interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	https://docs.google.com/uc?id=1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	/images/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/resized/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/thumbnails/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	Kátia Aleixo
5c16775e0a2ce9001546724e	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Tiouana tipu	visitedBy	Apidae	Apinae	Meliponini	Jataí, Jataí-verdadeira	J. M. F. Camargo & S. R. M. Pedro, 2013. Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018.| Pedro SRM, Camargo JMF (1999) Hymenoptera, Apiformes. In: Joly CA & Bicudo CEM (Orgs). Biodiversidade do Estado de São Paulo. Volume 5. BIOTA/FAPESP.	Tetragonisca angustula	28.67	Carvalho et al (2009)	Piracicaba	São Paulo	Sudeste	Área urbana	Carvalho CAL, Marchini LC (1999) Tipos polínicos coletados por Nannotrigona testaceicornis e Tetragonisca angustula (Hymenoptera, Apidae, Meliponinae). Scientia Agricola 56(3):717-722.	interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	https://docs.google.com/uc?id=1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ	/images/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/resized/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	/thumbnails/interaction-1vMKLFk3tzwGHjOjjDVwldsVDhd9UsffJ.jpeg	Kátia Aleixo
5c16775e0a2ce9001546724f	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Caesalpinia peltophoroides	visitedBy	Apidae	Apinae	Apini	Abelha-europeia, Abelha-de-mel, Abelha-africanizada, Abelha-domestíca, Oropa	JS Moure (2012) Apini Latreille, 1802. In Moure JS, Urban D, Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018|	Apis mellifera	65.69	Cortopassi-Laurindo M (1982)| Cortopassi-Laurindo et al (1987)| Cortopassi-Laurindo et al (1988)	São Paulo	São Paulo	Sudeste	Área urbana	Cortopassi-Laurindo M (1982) Divisão de recursos troficos entre abelhas sociais principalmente em Apis mellifera Linne e Trigona (Trigona) spinipes Fabricius (Apidae, Hymenoptera). Tese de doutorado.Universidade de São Paulo, São Paulo.| Cortopassi-Laurindo M, Ramalho M (1988) Pollen harvest by africanized Apis mellifera and Trigona spinipes in São Paulo botanical and ecological views. Apidologie 19(1):1-24.	interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	https://docs.google.com/uc?id=0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	/images/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/resized/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/thumbnails/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	Kátia Aleixo
5c16775e0a2ce90015467250	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Eucalyptus blakelyi	visitedBy	Apidae	Apinae	Apini	Abelha-europeia, Abelha-de-mel, Abelha-africanizada, Abelha-domestíca, Oropa	JS Moure (2012) Apini Latreille, 1802. In Moure JS, Urban D, Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018|	Apis mellifera	20.8	Cortopassi-Laurindo M (1982)| Cortopassi-Laurindo et al (1987)| Cortopassi-Laurindo et al (1988)	São Paulo	São Paulo	Sudeste	Área urbana	Cortopassi-Laurindo M (1982) Divisão de recursos troficos entre abelhas sociais principalmente em Apis mellifera Linne e Trigona (Trigona) spinipes Fabricius (Apidae, Hymenoptera). Tese de doutorado.Universidade de São Paulo, São Paulo.| Cortopassi-Laurindo M, Ramalho M (1988) Pollen harvest by africanized Apis mellifera and Trigona spinipes in São Paulo botanical and ecological views. Apidologie 19(1):1-24.	interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	https://docs.google.com/uc?id=0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	/images/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/resized/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/thumbnails/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	Kátia Aleixo
5c16775e0a2ce90015467251	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Leucaena leucocephala	visitedBy	Apidae	Apinae	Apini	Abelha-europeia, Abelha-de-mel, Abelha-africanizada, Abelha-domestíca, Oropa	JS Moure (2012) Apini Latreille, 1802. In Moure JS, Urban D, Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018|	Apis mellifera	25.65	Cortopassi-Laurindo M (1982)| Cortopassi-Laurindo et al (1987)| Cortopassi-Laurindo et al (1988)	São Paulo	São Paulo	Sudeste	Área urbana	Cortopassi-Laurindo M (1982) Divisão de recursos troficos entre abelhas sociais principalmente em Apis mellifera Linne e Trigona (Trigona) spinipes Fabricius (Apidae, Hymenoptera). Tese de doutorado.Universidade de São Paulo, São Paulo.| Cortopassi-Laurindo M, Ramalho M (1988) Pollen harvest by africanized Apis mellifera and Trigona spinipes in São Paulo botanical and ecological views. Apidologie 19(1):1-24.	interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	https://docs.google.com/uc?id=0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	/images/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/resized/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/thumbnails/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	Kátia Aleixo
5c16775e0a2ce90015467252	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Mikania glomerata	visitedBy	Apidae	Apinae	Apini	Abelha-europeia, Abelha-de-mel, Abelha-africanizada, Abelha-domestíca, Oropa	JS Moure (2012) Apini Latreille, 1802. In Moure JS, Urban D, Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018|	Apis mellifera	79.52	Cortopassi-Laurindo M (1982)| Cortopassi-Laurindo et al (1987)| Cortopassi-Laurindo et al (1988)	São Paulo	São Paulo	Sudeste	Área urbana	Cortopassi-Laurindo M (1982) Divisão de recursos troficos entre abelhas sociais principalmente em Apis mellifera Linne e Trigona (Trigona) spinipes Fabricius (Apidae, Hymenoptera). Tese de doutorado.Universidade de São Paulo, São Paulo.| Cortopassi-Laurindo M, Ramalho M (1988) Pollen harvest by africanized Apis mellifera and Trigona spinipes in São Paulo botanical and ecological views. Apidologie 19(1):1-24.	interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	https://docs.google.com/uc?id=0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	/images/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/resized/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/thumbnails/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	Kátia Aleixo
5c16775e0a2ce90015467253	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Mimosa velloziana	visitedBy	Apidae	Apinae	Apini	Abelha-europeia, Abelha-de-mel, Abelha-africanizada, Abelha-domestíca, Oropa	JS Moure (2012) Apini Latreille, 1802. In Moure JS, Urban D, Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018|	Apis mellifera	10	Cortopassi-Laurindo M (1982)| Cortopassi-Laurindo et al (1987)| Cortopassi-Laurindo et al (1988)	São Paulo	São Paulo	Sudeste	Área urbana	Cortopassi-Laurindo M (1982) Divisão de recursos troficos entre abelhas sociais principalmente em Apis mellifera Linne e Trigona (Trigona) spinipes Fabricius (Apidae, Hymenoptera). Tese de doutorado.Universidade de São Paulo, São Paulo.| Cortopassi-Laurindo M, Ramalho M (1988) Pollen harvest by africanized Apis mellifera and Trigona spinipes in São Paulo botanical and ecological views. Apidologie 19(1):1-24.	interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	https://docs.google.com/uc?id=0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	/images/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/resized/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/thumbnails/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	Kátia Aleixo
5c16775e0a2ce90015467254	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Psidium guajava	visitedBy	Apidae	Apinae	Apini	Abelha-europeia, Abelha-de-mel, Abelha-africanizada, Abelha-domestíca, Oropa	JS Moure (2012) Apini Latreille, 1802. In Moure JS, Urban D, Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018|	Apis mellifera	12.05	Cortopassi-Laurindo M (1982)| Cortopassi-Laurindo et al (1987)| Cortopassi-Laurindo et al (1988)	São Paulo	São Paulo	Sudeste	Área urbana	Cortopassi-Laurindo M (1982) Divisão de recursos troficos entre abelhas sociais principalmente em Apis mellifera Linne e Trigona (Trigona) spinipes Fabricius (Apidae, Hymenoptera). Tese de doutorado.Universidade de São Paulo, São Paulo.| Cortopassi-Laurindo M, Ramalho M (1988) Pollen harvest by africanized Apis mellifera and Trigona spinipes in São Paulo botanical and ecological views. Apidologie 19(1):1-24.	interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	https://docs.google.com/uc?id=0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	/images/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/resized/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/thumbnails/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	Kátia Aleixo
5c16775e0a2ce90015467255	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Ricinus communis	visitedBy	Apidae	Apinae	Apini	Abelha-europeia, Abelha-de-mel, Abelha-africanizada, Abelha-domestíca, Oropa	JS Moure (2012) Apini Latreille, 1802. In Moure JS, Urban D, Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018|	Apis mellifera	10.14	Cortopassi-Laurindo M (1982)| Cortopassi-Laurindo et al (1987)| Cortopassi-Laurindo et al (1988)	São Paulo	São Paulo	Sudeste	Área urbana	Cortopassi-Laurindo M (1982) Divisão de recursos troficos entre abelhas sociais principalmente em Apis mellifera Linne e Trigona (Trigona) spinipes Fabricius (Apidae, Hymenoptera). Tese de doutorado.Universidade de São Paulo, São Paulo.| Cortopassi-Laurindo M, Ramalho M (1988) Pollen harvest by africanized Apis mellifera and Trigona spinipes in São Paulo botanical and ecological views. Apidologie 19(1):1-24.	interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	https://docs.google.com/uc?id=0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	/images/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/resized/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/thumbnails/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	Kátia Aleixo
5c16775e0a2ce90015467256	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Tipuana speciosa	visitedBy	Apidae	Apinae	Apini	Abelha-europeia, Abelha-de-mel, Abelha-africanizada, Abelha-domestíca, Oropa	JS Moure (2012) Apini Latreille, 1802. In Moure JS, Urban D, Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018|	Apis mellifera	73.61	Cortopassi-Laurindo M (1982)| Cortopassi-Laurindo et al (1987)| Cortopassi-Laurindo et al (1988)	São Paulo	São Paulo	Sudeste	Área urbana	Cortopassi-Laurindo M (1982) Divisão de recursos troficos entre abelhas sociais principalmente em Apis mellifera Linne e Trigona (Trigona) spinipes Fabricius (Apidae, Hymenoptera). Tese de doutorado.Universidade de São Paulo, São Paulo.| Cortopassi-Laurindo M, Ramalho M (1988) Pollen harvest by africanized Apis mellifera and Trigona spinipes in São Paulo botanical and ecological views. Apidologie 19(1):1-24.	interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	https://docs.google.com/uc?id=0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ	/images/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/resized/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	/thumbnails/interaction-0BzMlj_hubAoQYkx0ZU1VQ1FEMTQ.jpeg	Kátia Aleixo
5c16775e0a2ce90015467257	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Archontophoenix cunninghamiana	visitedBy	Apidae	Apinae	Meliponini	Arapuá, Irapuá	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Pedro SRM, Camargo JMF (1999) Hymenoptera, Apiformes. In: Joly CA & Bicudo CEM (Orgs). Biodiversidade do Estado de São Paulo. Volume 5. BIOTA/FAPESP.| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Trigona spinipes	14.83	Cortopassi-Laurindo M (1982)| Cortopassi-Laurindo et al (1987)| Cortopassi-Laurindo et al (1988)	São Paulo	São Paulo	Sudeste	Área urbana	Cortopassi-Laurindo M (1982) Divisão de recursos troficos entre abelhas sociais principalmente em Apis mellifera Linne e Trigona (Trigona) spinipes Fabricius (Apidae, Hymenoptera). Tese de doutorado.Universidade de São Paulo, São Paulo.| Cortopassi-Laurindo M, Ramalho M (1988) Pollen harvest by africanized Apis mellifera and Trigona spinipes in São Paulo botanical and ecological views. Apidologie 19(1):1-24.	interaction-1ym5FC6TguyUkfTOUeAt0D7YMpFw4hmGg	https://docs.google.com/uc?id=1ym5FC6TguyUkfTOUeAt0D7YMpFw4hmGg	/images/interaction-1ym5FC6TguyUkfTOUeAt0D7YMpFw4hmGg.jpeg	/resized/interaction-1ym5FC6TguyUkfTOUeAt0D7YMpFw4hmGg.jpeg	/thumbnails/interaction-1ym5FC6TguyUkfTOUeAt0D7YMpFw4hmGg.jpeg	Kátia Aleixo
