id	dataset	modified	collection.1	plant	type	family	subfamily	tribe	vernacularName	beeBibliographicCitation	pollinator	percentual	author	municipality	state	region	vegetalForm	reference	image.id	image.original	image.local	image.resized	image.thumbnail	image.credits
5c16775f0a2ce900154672c4	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Cecropia pachystachya	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	0.25	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672c5	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Cordia trichotoma	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	0.25	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672c6	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Eucalyptus moluccana	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	37.75	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672c7	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Eugenia involucrata	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	18.75	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672c8	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Eugenia pyriformis	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	71	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672c9	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Eugenia uniflora	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	26.75	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672ca	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Guarea guidonia	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	0.25	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672cb	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Leucaena leucocephala	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	1	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672cc	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Mimosa caesalpinifolia	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	6.5	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672cd	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Montanoa bipinnatifida	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	1	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672ce	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Senegalia polyphylla	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	0.25	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672cf	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Serjania lethalis	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	0.25	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672d0	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Solanum mauritianum	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	9.75	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672d1	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Solanum paniculatum	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	0.5	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672d2	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Syagrus romanzoffiana	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	5.25	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672d3	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Tradescantia zebrina	visitedBy	Apidae	Apinae	Meliponini	Uruçu nordestina	JMF Camargo, SRM Pedro (2013) Meliponini Lepeletier, 1836. In Moure JS, Urban D & Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018| Nogueira-Neto P (1997) Vida e criação de abelhas indígenas sem ferrão. Editora Nogueirapis, São Paulo, 445p. 	Melipona (Michmelia) scutellaris	0.25	Ferreira-Caliman et al (2012)	Ribeirão Preto	São Paulo	Sudeste	Área urbana	Ferreira-Caliman MJ, Silva CI, Mateus S, Zuchi R, Nascimento FS (2012) Neutral sterols of cephalic glands of stingless bees and theis correlation with sterols from pollen. Psyche 1-7.	interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc	https://docs.google.com/uc?id=0BzMlj_hubAoQaXp0ajZNWlVXbXc	/images/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/resized/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	/thumbnails/interaction-0BzMlj_hubAoQaXp0ajZNWlVXbXc.jpeg	Kátia Aleixo
5c16775f0a2ce900154672d4	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Acosmium dasycarpum	visitedBy	Apidae	Apinae	Xylocopini	Abelha-carpinteira, Mamangava, Mamangava-de-toco	JS Moure (2012) Xylocopini Latreille, 1802. In Moure JS, Urban D, Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018	Xylocopa (Neoxylocopa) frontalis	0.02	Silva CI (2009)	Uberlândia	Minas Gerais	Sudeste	Cerrado	Silva CI (2009) Distribuição espaço-temporal de recursos florais utilizados por espécies de Xylocopa (Hymenoptera, Apidae) e interação com plantas do cerrado sentido restrito no Triângulo Mineiro. Tese de doutorado. Universidade Federal de Uberlândia, Minas Gerais, Brasil.	interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp	https://docs.google.com/uc?id=1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp	/images/interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp.jpeg	/resized/interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp.jpeg	/thumbnails/interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp.jpeg	Kátia Aleixo
5c16775f0a2ce900154672d5	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Adenocalymma campicola	visitedBy	Apidae	Apinae	Xylocopini	Abelha-carpinteira, Mamangava, Mamangava-de-toco	JS Moure (2012) Xylocopini Latreille, 1802. In Moure JS, Urban D, Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018	Xylocopa (Neoxylocopa) frontalis	0.08	Silva CI (2009)	Uberlândia	Minas Gerais	Sudeste	Cerrado	Silva CI (2009) Distribuição espaço-temporal de recursos florais utilizados por espécies de Xylocopa (Hymenoptera, Apidae) e interação com plantas do cerrado sentido restrito no Triângulo Mineiro. Tese de doutorado. Universidade Federal de Uberlândia, Minas Gerais, Brasil.	interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp	https://docs.google.com/uc?id=1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp	/images/interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp.jpeg	/resized/interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp.jpeg	/thumbnails/interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp.jpeg	Kátia Aleixo
5c16775f0a2ce900154672d6	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Byrsonima basiloba	visitedBy	Apidae	Apinae	Xylocopini	Abelha-carpinteira, Mamangava, Mamangava-de-toco	JS Moure (2012) Xylocopini Latreille, 1802. In Moure JS, Urban D, Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018	Xylocopa (Neoxylocopa) frontalis	1.47	Silva CI (2009)	Uberlândia	Minas Gerais	Sudeste	Cerrado	Silva CI (2009) Distribuição espaço-temporal de recursos florais utilizados por espécies de Xylocopa (Hymenoptera, Apidae) e interação com plantas do cerrado sentido restrito no Triângulo Mineiro. Tese de doutorado. Universidade Federal de Uberlândia, Minas Gerais, Brasil.	interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp	https://docs.google.com/uc?id=1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp	/images/interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp.jpeg	/resized/interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp.jpeg	/thumbnails/interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp.jpeg	Kátia Aleixo
5c16775f0a2ce900154672d7	1--i87_wNuoy6v2jQJsGxoG1OAnp2alFJFIsUyP12nCs	2018-12-16T16:03:42.713Z	0	Byrsonima intermedia	visitedBy	Apidae	Apinae	Xylocopini	Abelha-carpinteira, Mamangava, Mamangava-de-toco	JS Moure (2012) Xylocopini Latreille, 1802. In Moure JS, Urban D, Melo GAR (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Feb/07/2018	Xylocopa (Neoxylocopa) frontalis	0.01	Silva CI (2009)	Uberlândia	Minas Gerais	Sudeste	Cerrado	Silva CI (2009) Distribuição espaço-temporal de recursos florais utilizados por espécies de Xylocopa (Hymenoptera, Apidae) e interação com plantas do cerrado sentido restrito no Triângulo Mineiro. Tese de doutorado. Universidade Federal de Uberlândia, Minas Gerais, Brasil.	interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp	https://docs.google.com/uc?id=1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp	/images/interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp.jpeg	/resized/interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp.jpeg	/thumbnails/interaction-1ZOEVY96Tho3yfB7C7nEcZA9pa5jWTIWp.jpeg	Kátia Aleixo
